name, codename, country, iata, icao, type
Port Said Airport,Port Said,Egypt,PSD,HEPS,airport
St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,airport
Aswan International Airport,Aswan,Egypt,ASW,HESN,airport
El Tor Airport,El-tor,Egypt,ELT,HETR,airport
Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,airport
Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,HESH,airport
Marsa Alam International Airport,Marsa Alam,Egypt,RMF,HEMA,airport
Taba International Airport,Taba,Egypt,TCP,HETB,airport
El Arish International Airport,El Arish,Egypt,AAC,HEAR,airport
Assiut International Airport,Asyut,Egypt,ATZ,HEAT,airport
Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,GSQ,HEOW,airport
El Alamein International Airport,Dabaa City,Egypt,DBB,HEAL,airport
Sohag International Airport,Sohag,Egypt,HMB,HEMK,airport
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,airport
Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,airport
Malabo Airport,Malabo,Equatorial Guinea,SSG,FGSL,airport
Annobón Airport,San Antonio de Pale,Equatorial Guinea,NBN,FGAB,airport
Assab International Airport,Assab,Eritrea,ASA,HHSB,airport
Asmara International Airport,Asmara,Eritrea,ASM,HHAS,airport
Massawa International Airport,Massawa,Eritrea,MSW,HHMS,airport
Kärdla Airport,Kardla,Estonia,KDL,EEKA,airport
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,airport
Pärnu Airport,Parnu,Estonia,EPU,EEPU,airport
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,airport
Tartu Airport,Tartu,Estonia,TAY,EETU,airport
Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,airport
Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,airport
Axum Airport,Axum,Ethiopia,AXU,HAAX,airport
Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,airport
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,HADR,airport
Gambella Airport,Gambella,Ethiopia,GMB,HAGM,airport
Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,airport
Jimma Airport,Jimma,Ethiopia,JIM,HAJM,airport
Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,airport
Mekele Airport,Makale,Ethiopia,MQX,HAMK,airport
Asosa Airport,Asosa,Ethiopia,ASO,HASO,airport
Baco Airport,Baco,Ethiopia,BCO,HABC,airport
Beica Airport,Beica,Ethiopia,BEI,HABE,airport
Combolcha Airport,Dessie,Ethiopia,DSE,HADC,airport
Dembidollo Airport,Dembidollo,Ethiopia,DEM,HADD,airport
Gode Airport,Gode,Ethiopia,GDE,HAGO,airport
Gore Airport,Gore,Ethiopia,GOR,HAGR,airport
Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD,airport
Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,HAMT,airport
Tippi Airport,Tippi,Ethiopia,TIE,HATP,airport
Awassa Airport,Awasa,Ethiopia,AWA,HALA,airport
Wilwal International Airport,Jijiga,Ethiopia,JIJ,HAJJ,airport
Mekane Selam Airport,Mekane Selam,Ethiopia,MKS,HAMA,airport
Debra Marcos Airport,Debre Marqos,Ethiopia,DBM,HADM,airport
Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,HADT,airport
Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,HAHM,airport
Robe Airport,Goba,Ethiopia,GOB,HAGB,airport
Humera Airport,Humera,Ethiopia,HUE,HAHU,airport
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,EGYP,airport
Port Stanley Airport,Stanley,Falkland Islands,PSY,SFAL,airport
Vagar Airport,Vagar,Faroe Islands,FAE,EKVG,airport
Nadi International Airport,Nandi,Fiji,NAN,NFFN,airport
Nausori International Airport,Nausori,Fiji,SUV,NFNA,airport
Levuka Airfield,Levuka,Fiji,LEV,NFNB,airport
Cicia Airport,Cicia,Fiji,ICI,NFCI,airport
Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,airport
Vunisea Airport,Vunisea,Fiji,KDV,NFKD,airport
Mana Island Airport,Mana Island,Fiji,MNF,NFMA,airport
Moala Airport,Moala,Fiji,MFJ,NFMO,airport
Ngau Airport,Ngau,Fiji,NGI,NFNG,airport
Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,airport
Labasa Airport,Lambasa,Fiji,LBS,NFNL,airport
Matei Airport,Matei,Fiji,TVU,NFNM,airport
Koro Island Airport,Koro Island,Fiji,KXF,NFNO,airport
Rotuma Airport,Rotuma,Fiji,RTA,NFNR,airport
Savusavu Airport,Savusavu,Fiji,SVU,NFNS,airport
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,airport
Turtle Island Seaplane Base,Turtle Island,Fiji,TTL,NFUL,airport
Laucala Island Airport,Laucala,Fiji,LUC,NFNH,airport
Yasawa Island Airport,Yasawa Island,Fiji,YAS,NFSW,airport
Enontekio Airport,Enontekio,Finland,ENF,EFET,airport
Halli Airport,Halli,Finland,KEV,EFHA,airport
Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,airport
Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,airport
Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,airport
Kitee Airport,Kitee,Finland,KTQ,EFIT,airport
Ivalo Airport,Ivalo,Finland,IVL,EFIV,airport
Joensuu Airport,Joensuu,Finland,JOE,EFJO,airport
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,airport
Kauhava Airport,Kauhava,Finland,KAU,EFKA,airport
Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,airport
Kajaani Airport,Kajaani,Finland,KAJ,EFKI,airport
Kauhajoki Airport,Kauhajoki,Finland,KHJ,EFKJ,airport
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,airport
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,airport
Kittilä Airport,Kittila,Finland,KTT,EFKT,airport
Kuopio Airport,Kuopio,Finland,KUO,EFKU,airport
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,EFLA,airport
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,airport
Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,airport
Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,airport
Oulu Airport,Oulu,Finland,OUL,EFOU,airport
Pori Airport,Pori,Finland,POR,EFPO,airport
Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,airport
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,airport
Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,airport
Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,airport
Turku Airport,Turku,Finland,TKU,EFTU,airport
Utti Air Base,Utti,Finland,UTI,EFUT,airport
Vaasa Airport,Vaasa,Finland,VAA,EFVA,airport
Varkaus Airport,Varkaus,Finland,VRK,EFVR,airport
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,EFYL,airport
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,EFSI,airport
Calais-Dunkerque Airport,Calais,France,CQF,LFAC,airport
Albert-Bray Airport,Albert,France,BYF,LFAQ,airport
Le Touquet-Côte d'Opale Airport,Le Tourquet,France,LTQ,LFAT,airport
Valenciennes-Denain Airport,Valenciennes,France,XVS,LFAV,airport
Agen-La Garenne Airport,Agen,France,AGF,LFBA,airport
Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,airport
Bergerac-Roumanière Airport,Bergerac,France,EGC,LFBE,airport
Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,CNG,LFBG,airport
Poitiers-Biard Airport,Poitiers,France,PIS,LFBI,airport
Montluçon-Guéret Airport,Montlucon-gueret,France,MCU,LFBK,airport
Limoges Airport,Limoges,France,LIG,LFBL,airport
Niort-Souché Airport,Niort,France,NIT,LFBN,airport
Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,airport
Pau Pyrénées Airport,Pau,France,PUF,LFBP,airport
Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,LFBT,airport
Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,LFBU,airport
Brive Souillac Airport,Brive,France,BVE,LFSL,airport
Périgueux-Bassillac Airport,Perigueux,France,PGX,LFBX,airport
Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,LFBZ,airport
Cahors-Lalbenque Airport,Cahors,France,ZAO,LFCC,airport
Albi-Le Séquestre Airport,Albi,France,LBI,LFCI,airport
Castres-Mazamet Airport,Castres,France,DCM,LFCK,airport
Rodez-Marcillac Airport,Rodez,France,RDZ,LFCR,airport
Royan-Médis Airport,Royan,France,RYN,LFCY,airport
Montauban Airport,Montauban,France,XMW,LFDB,airport
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,LFDN,airport
Colmar-Houssen Airport,Colmar,France,CMR,LFGA,airport
Dole-Tavaux Airport,Dole,France,DLE,LFGJ,airport
Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,LFHO,airport
Le Puy-Loudes Airport,Le Puy,France,LPY,LFHP,airport
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,LFJL,airport
Bastia-Poretta Airport,Bastia,France,BIA,LFKB,airport
Calvi-Sainte-Catherine Airport,Calvi,France,CLY,LFKC,airport
Figari Sud-Corse Airport,Figari,France,FSC,LFKF,airport
Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,LFKJ,airport
Propriano Airport,Propriano,France,PRP,LFKO,airport
Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,airport
Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,airport
Chambéry-Savoie Airport,Chambery,France,CMF,LFLB,airport
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,LFLC,airport
Bourges Airport,Bourges,France,BOU,LFLD,airport
Annemasse Airport,Annemasse,France,QNJ,LFLI,airport
Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,airport
Saint-Yan Airport,St.-yan,France,SYT,LFLN,airport
Roanne-Renaison Airport,Roanne,France,RNE,LFLO,airport
Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,LFLP,airport
Grenoble-Isère Airport,Grenoble,France,GNB,LFLS,airport
Valence-Chabeuil Airport,Valence,France,VAF,LFLU,airport
Vichy-Charmeil Airport,Vichy,France,VHY,LFLV,airport
Aurillac Airport,Aurillac,France,AUR,LFLW,airport
"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,CHR,LFLX,airport
Lyon-Bron Airport,Lyon,France,LYN,LFLY,airport
Cannes-Mandelieu Airport,Cannes,France,CEQ,LFMD,airport
Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,LFMH,airport
Carcassonne Airport,Carcassonne,France,CCF,LFMK,airport
Marseille Provence Airport,Marseille,France,MRS,LFML,airport
Nice-Côte d'Azur Airport,Nice,France,NCE,LFMN,airport
Orange-Caritat (BA 115) Air Base,Orange,France,XOG,LFMO,airport
Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,PGF,LFMP,airport
Le Castellet Airport,Le Castellet,France,CTT,LFMQ,airport
Montpellier-Méditerranée Airport,Montpellier,France,MPL,LFMT,airport
Béziers-Vias Airport,Beziers,France,BZR,LFMU,airport
Avignon-Caumont Airport,Avignon,France,AVN,LFMV,airport
Mende-Brenoux Airfield,Mende,France,MEN,LFNB,airport
Paris Beauvais Tillé Airport,Beauvais,France,BVA,LFOB,airport
Évreux-Fauville (BA 105) Air Base,Evreux,France,EVX,LFOE,airport
Le Havre Octeville Airport,Le Havre,France,LEH,LFOH,airport
Abbeville,Abbeville,France,XAB,LFOI,airport
Orléans-Bricy (BA 123) Air Base,Orleans,France,ORE,LFOJ,airport
Châlons-Vatry Airport,Chalons,France,XCR,LFOK,airport
Rouen Airport,Rouen,France,URO,LFOP,airport
Tours-Val-de-Loire Airport,Tours,France,TUF,LFOT,airport
Cholet Le Pontreau Airport,Cholet,France,CET,LFOU,airport
Laval-Entrammes Airport,Laval,France,LVA,LFOV,airport
Paris-Le Bourget Airport,Paris,France,LBG,LFPB,airport
Creil Air Base,Creil,France,CSF,LFPC,airport
Charles de Gaulle International Airport,Paris,France,CDG,LFPG,airport
Toussus-le-Noble Airport,Toussous-le-noble,France,TNF,LFPN,airport
Paris-Orly Airport,Paris,France,ORY,LFPO,airport
Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,POX,LFPT,airport
Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,VIY,LFPV,airport
Nevers-Fourchambault Airport,Nevers,France,NVS,LFQG,airport
Maubeuge-Élesmes Airport,Maubeuge,France,XME,LFQJ,airport
Lille-Lesquin Airport,Lille,France,LIL,LFQQ,airport
Merville-Calonne Airport,Merville,France,HZB,LFQT,airport
Charleville-Mézières Airport,Charleville,France,XCZ,LFQV,airport
Brest Bretagne Airport,Brest,France,BES,LFRB,airport
Cherbourg-Maupertus Airport,Cherbourg,France,CER,LFRC,airport
Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,LFRD,airport
La Baule-Escoublac Airport,La Baule,France,LBY,LFRE,airport
Granville Airport,Granville,France,GFR,LFRF,airport
Deauville-Saint-Gatien Airport,Deauville,France,DOL,LFRG,airport
Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,LRT,LFRH,airport
La Roche-sur-Yon Airport,La Roche-sur-yon,France,EDM,LFRI,airport
Landivisiau Air Base,Landivisiau,France,LDV,LFRJ,airport
Caen-Carpiquet Airport,Caen,France,CFR,LFRK,airport
Le Mans-Arnage Airport,Le Mans,France,LME,LFRM,airport
Rennes-Saint-Jacques Airport,Rennes,France,RNS,LFRN,airport
Lannion-Côte de Granit Airport,Lannion,France,LAI,LFRO,airport
Quimper-Cornouaille Airport,Quimper,France,UIP,LFRQ,airport
Nantes Atlantique Airport,Nantes,France,NTE,LFRS,airport
Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,LFRT,airport
Morlaix-Ploujean Airport,Morlaix,France,MXN,LFRU,airport
Vannes-Meucon Airport,Vannes,France,VNE,LFRV,airport
Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,LFRZ,airport
EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,LFSB,airport
Dijon-Bourgogne Airport,Dijon,France,DIJ,LFSD,airport
Metz-Frescaty (BA 128) Air Base,Metz,France,MZM,LFSF,airport
Épinal-Mirecourt Airport,Epinal,France,EPL,LFSG,airport
Nancy-Essey Airport,Nancy,France,ENC,LFSN,airport
Reims-Champagne (BA 112) Air Base,Reims,France,RHE,LFSR,airport
Strasbourg Airport,Strasbourg,France,SXB,LFST,airport
Toulon-Hyères Airport,Hyeres,France,TLN,LFTH,airport
Nîmes-Arles-Camargue Airport,Nimes,France,FNI,LFTW,airport
Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,airport
Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,airport
La Môle Airport,La Môle,France,LTT,LFTZ,airport
Gustaf III Airport,Gustavia,France,SBH,TFFJ,airport
Courchevel Airport,Courcheval,France,CVF,LFLJ,airport
La Rochelle-Île de Ré Airport,La Rochelle,France,LRH,LFBH,airport
Fréjus Airport,Frejus,France,FRJ,LFTU,airport
Megève Airport,Verdun,France,MVV,LFHM,airport
Méribel Altiport,Ajaccio,France,MFX,LFKX,airport
Fontaine Airport,Belfort,France,BOR,LFSQ,airport
Cayenne-Rochambeau Airport,Cayenne,French Guiana,CAY,SOCA,airport
Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,OYP,SOOG,airport
Saúl Airport,Saul,French Guiana,XAU,SOOS,airport
Grand-Santi Airport,Grand-Santi,French Guiana,GSI,SOGS,airport
Maripasoula Airport,Maripasoula,French Guiana,MPY,SOOA,airport
Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,LDX,SOOM,airport
Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,airport
Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,airport
Anaa Airport,Anaa,French Polynesia,AAA,NTGA,airport
Fangatau Airport,Fangatau,French Polynesia,FGU,NTGB,airport
Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,airport
Reao Airport,Reao,French Polynesia,REA,NTGE,airport
Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,airport
Manihi Airport,Manihi,French Polynesia,XMH,NTGI,airport
Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,airport
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,airport
Makemo Airport,Makemo,French Polynesia,MKP,NTGM,airport
Puka Puka Airport,Puka Puka,French Polynesia,PKP,NTGP,airport
Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,airport
Arutua Airport,Arutua,French Polynesia,AXR,NTGU,airport
Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,airport
Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,airport
Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,airport
Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,airport
Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,airport
Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,airport
Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,airport
Hao Airport,Hao Island,French Polynesia,HOI,NTTO,airport
Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,airport
Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,airport
Faa'a International Airport,Papeete,French Polynesia,PPT,NTAA,airport
Apataki Airport,Apataki,French Polynesia,APK,NTGD,airport
Ahe Airport,Ahe,French Polynesia,AHE,NTHE,airport
Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,airport
Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,airport
Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,airport
Rimatara Airport,Rimatara,French Polynesia,RMT,NTAM,airport
Naiu Airport,Niau,French Polynesia,NIU,NTKN,airport
Raivavae Airport,Raivavae,French Polynesia,RVV,NTAV,airport
Tureia Airport,Tureia,French Polynesia,ZTA,NTGY,airport
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,NTTE,airport
Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,airport
Napuka Island Airport,Napuka,French Polynesia,NAU,NTGN,airport
Faaite Airport,Faaite,French Polynesia,FAC,NTKF,airport
Nukutavake Airport,Nukutavake,French Polynesia,NUK,NTGW,airport
Vahitahi Airport,Vahitahi,French Polynesia,VHZ,NTUV,airport
Hikueru Atoll Airport,Hikueru,French Polynesia,HHZ,NTGH,airport
Raroia Airport,Raroia,French Polynesia,RRR,NTKO,airport
Kauehi Airport,Kauehi,French Polynesia,KHZ,NTKA,airport
Tatakoto Airport,Tatakoto,French Polynesia,TKV,NTGO,airport
Oyem Airport,Oyem,Gabon,OYE,FOGO,airport
Okondja Airport,Okondja,Gabon,OKN,FOGQ,airport
Lambarene Airport,Lambarene,Gabon,LBQ,FOGR,airport
Bitam Airport,Bitam,Gabon,BMM,FOOB,airport
Port Gentil Airport,Port Gentil,Gabon,POG,FOOG,airport
Omboue Hopital Airport,Omboue Hospial,Gabon,OMB,FOOH,airport
Makokou Airport,Makokou,Gabon,MKU,FOOK,airport
Libreville Leon M'ba International Airport,Libreville,Gabon,LBV,FOOL,airport
M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,MVB,FOON,airport
Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,FOGK,airport
Mouilla Ville Airport,Mouila,Gabon,MJL,FOGM,airport
Tchibanga Airport,Tchibanga,Gabon,TCH,FOOT,airport
Mayumba Airport,Mayumba,Gabon,MYB,FOOY,airport
Banjul International Airport,Banjul,Gambia,BJL,GBYD,airport
Batumi International Airport,Batumi,Georgia,BUS,UGSB,airport
Kopitnari Airport,Kutaisi,Georgia,KUT,UGKO,airport
Tbilisi International Airport,Tbilisi,Georgia,TBS,UGTB,airport
Sukhumi Dranda Airport,Sukhumi,Georgia,SUI,UGSS,airport
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,airport
Riesa-Göhlis Airport,Riesa,Germany,IES,EDAU,airport
Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,EDAX,airport
Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,airport
Barth Airport,Barth,Germany,BBH,EDBH,airport
"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,EDBM,airport
Cottbus-Drewitz Airport,Cottbus,Germany,CBU,EDCD,airport
Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,airport
Dresden Airport,Dresden,Germany,DRS,EDDC,airport
Erfurt Airport,Erfurt,Germany,ERF,EDDE,airport
Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,airport
Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,airport
Hamburg Airport,Hamburg,Germany,HAM,EDDH,airport
Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,airport
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,airport
Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,airport
Munich Airport,Munich,Germany,MUC,EDDM,airport
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,airport
Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,airport
Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,airport
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,airport
Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,airport
Hannover Airport,Hannover,Germany,HAJ,EDDV,airport
Bremen Airport,Bremen,Germany,BRE,EDDW,airport
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,airport
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,airport
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,airport
Eisenach-Kindel Airport,Eisenach,Germany,EIB,EDGE,airport
Siegerland Airport,Siegerland,Germany,SGE,EDGS,airport
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,airport
Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,airport
Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,airport
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,airport
Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,airport
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,airport
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,airport
Dortmund Airport,Dortmund,Germany,DTM,EDLW,airport
Augsburg Airport,Augsburg,Germany,AGB,EDMA,airport
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,airport
Straubing Airport,Straubing,Germany,RBM,EDMS,airport
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,airport
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,airport
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,airport
Burg Feuerstein Airport,Burg Feuerstein,Germany,URD,EDQE,airport
Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,airport
Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,airport
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,airport
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,airport
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,airport
Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,airport
Emden Airport,Emden,Germany,EME,EDWE,airport
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,airport
Borkum Airport,Borkum,Germany,BMK,EDWR,airport
Norderney Airport,Norderney,Germany,NRD,EDWY,airport
Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,airport
Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,airport
Spangdahlem Air Base,Spangdahlem,Germany,SPM,ETAD,airport
Ramstein Air Base,Ramstein,Germany,RMS,ETAR,airport
[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF,ETEU,airport
Celle Airport,Celle,Germany,ZCN,ETHC,airport
Fritzlar Airport,Fritzlar,Germany,FRZ,ETHF,airport
Hanau Army Air Field,Hanau,Germany,ZNF,ETID,airport
Flugplatz Kitzingen,Kitzingen,Germany,KZG,ETIN,airport
Nordholz Naval Airbase,Nordholz,Germany,FCN,ETMN,airport
Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,ETNG,airport
Rostock-Laage Airport,Laage,Germany,RLG,ETNL,airport
Schleswig Air Base,Schleswig,Germany,WBG,ETNS,airport
Wiesbaden Army Airfield,Wiesbaden,Germany,WIE,ETOU,airport
Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL,ETSF,airport
Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,ETSI,airport
Gütersloh Air Base,Guetersloh,Germany,GUT,ETUO,airport
Memmingen Allgau Airport,Memmingen,Germany,FMM,EDJA,airport
Aachen-Merzbrück Airport,Aachen,Germany,AAH,EDKA,airport
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,airport
Weeze Airport,Weeze,Germany,NRN,EDLV,airport
Norden-Norddeich Airport,Norden,Germany,NOD,EDWS,airport
Juist Airport,Juist,Germany,JUI,EDWJ,airport
Heringsdorf Airport,Heringsdorf,Germany,HDF,EDAH,airport
Heide-Büsum Airport,Büsum,Germany,HEI,EDXB,airport
Helgoland-Düne Airport,Helgoland,Germany,HGL,EDXH,airport
Rügen Airport,Ruegen,Germany,GTI,EDCG,airport
Wangerooge Airport,Wangerooge,Germany,AGE,EDWG,airport
Langeoog Airport,Langeoog,Germany,LGO,EDWL,airport
Emporia Municipal Airport,Kempten,Germany,EMP,KEMP,airport
Hunt Field,Lindau,Germany,LND,KLND,airport
Lahr Airport,Lahr,Germany,LHA,EDTL,airport
Cochstedt Airport,Cochstedt,Germany,CSO,EDBC,airport
Köthen Airport,Koethen,Germany,KOQ,EDCK,airport
St. Peter-Ording Airport,Sankt Peter-Ording,Germany,PSH,EDXO,airport
Peenemünde Airport,Peenemunde,Germany,PEF,EDCP,airport
Bitburg Airport,Birburg,Germany,BBJ,EDRB,airport
Neumünster Airport,Neumuenster,Germany,EUM,EDHN,airport
Neubrandenburg Airport,Neubrandenburg,Germany,FNB,EDBN,airport
Baltrum Airport,Baltrum,Germany,BMR,EDWZ,airport
Bonn-Hangelar Airport,Sankt-Augustin,Germany,BNJ,EDKB,airport
Kotoka International Airport,Accra,Ghana,ACC,DGAA,airport
Tamale Airport,Tamale,Ghana,TML,DGLE,airport
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,airport
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,airport
Kumasi Airport,Kumasi,Ghana,KMS,DGSI,airport
Gibraltar Airport,Gibraltar,Gibraltar,GIB,LXGB,airport
Andravida Air Base,Andravida,Greece,PYR,LGAD,airport
Agrinion Air Base,Agrinion,Greece,AGQ,LGAG,airport
Dimokritos Airport,Alexandroupolis,Greece,AXD,LGAL,airport
Nea Anchialos Airport,Nea Anghialos,Greece,VOL,LGBL,airport
Chios Island National Airport,Chios,Greece,JKH,LGHI,airport
Ioannina Airport,Ioannina,Greece,IOA,LGIO,airport
