name, codename, country, iata, icao, type
Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,airport
Kastoria National Airport,Kastoria,Greece,KSO,LGKA,airport
Kithira Airport,Kithira,Greece,KIT,LGKC,airport
Kefallinia Airport,Keffallinia,Greece,EFL,LGKF,airport
Kalamata Airport,Kalamata,Greece,KLX,LGKL,airport
Kos Airport,Kos,Greece,KGS,LGKO,airport
Karpathos Airport,Karpathos,Greece,AOK,LGKP,airport
Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,LGKR,airport
Kasos Airport,Kasos,Greece,KSJ,LGKS,airport
Alexander the Great International Airport,Kavala,Greece,KVA,LGKV,airport
Filippos Airport,Kozani,Greece,KZI,LGKZ,airport
Leros Airport,Leros,Greece,LRS,LGLE,airport
Limnos Airport,Limnos,Greece,LXS,LGLM,airport
Larisa Airport,Larissa,Greece,LRA,LGLR,airport
Mikonos Airport,Mykonos,Greece,JMK,LGMK,airport
Mytilene International Airport,Mytilini,Greece,MJT,LGMT,airport
Aktion National Airport,Preveza,Greece,PVK,LGPZ,airport
Diagoras Airport,Rhodos,Greece,RHO,LGRP,airport
Araxos Airport,Patras,Greece,GPA,LGRX,airport
Chania International Airport,Chania,Greece,CHQ,LGSA,airport
Skiathos Island National Airport,Skiathos,Greece,JSI,LGSK,airport
Samos Airport,Samos,Greece,SMI,LGSM,airport
Sparti Airport,Sparti,Greece,SPJ,LGSP,airport
Santorini Airport,Thira,Greece,JTR,LGSR,airport
Sitia Airport,Sitia,Greece,JSH,LGST,airport
Skiros Airport,Skiros,Greece,SKU,LGSY,airport
Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,airport
"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,ZTH,LGZA,airport
Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,airport
Athen Helenikon Airport,Athens,Greece,HEW,LGAT,airport
Astypalaia Airport,Astypalaia,Greece,JTY,LGPL,airport
Ikaria Airport,Ikaria,Greece,JIK,LGIK,airport
Kalymnos Airport,Kalymnos,Greece,JKL,LGKY,airport
Milos Airport,Milos,Greece,MLO,LGML,airport
Naxos Airport,Cyclades Islands,Greece,JNX,LGNX,airport
Paros National Airport,Paros,Greece,PAS,LGPA,airport
Kastelorizo Airport,Kastelorizo,Greece,KZS,LGKJ,airport
Syros Airport,Syros Island,Greece,JSY,LGSO,airport
Porto Cheli Airport,Porto Heli,Greece,PKH,LGHL,airport
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,airport
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,airport
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,airport
Thule Air Base,Thule,Greenland,THU,BGTL,airport
Ilulissat Airport,Ilulissat,Greenland,JAV,BGJN,airport
Qasigiannguit Heliport,Qasigiannguit,Greenland,JCH,BGCH,airport
Aasiaat Airport,Aasiaat,Greenland,JEG,BGAA,airport
Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU,BGAP,airport
Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP,BGCO,airport
Paamiut Heliport,Paamiut,Greenland,JFR,BGFH,airport
Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO,BGGN,airport
Qaqortoq Heliport,Qaqortoq,Greenland,JJU,BGJH,airport
Maniitsoq Airport,Maniitsoq,Greenland,JSU,BGMQ,airport
Nanortalik Heliport,Nanortalik,Greenland,JNN,BGNN,airport
Narsaq Heliport,Narsaq,Greenland,JNS,BGNS,airport
Qaanaaq Airport,Qaanaaq,Greenland,NAQ,BGQQ,airport
Sisimiut Airport,Sisimiut,Greenland,JHS,BGSS,airport
Upernavik Airport,Upernavik,Greenland,JUV,BGUK,airport
Qaarsut Airport,Uummannaq,Greenland,JQA,BGUQ,airport
Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,OBY,BGSC,airport
Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,airport
Attu Heliport,Attu,Greenland,QGQ,BGAT,airport
Kangaatsiaq Heliport,Kangaatsiaq,Greenland,QPW,BGKA,airport
Kitsissuarsuit Heliport,Kitsissuarsuit,Greenland,QJE,BGKT,airport
Ilimanaq Heliport,Ilimanaq,Greenland,XIQ,BGIL,airport
Qeqertaq Heliport,Qeqertaq,Greenland,QQT,BGQE,airport
Ikamiut Heliport,Ikamiut,Greenland,QJI,BGIT,airport
Eqalugaarsuit Heliport,Eqalugaarsuit,Greenland,QFG,BGET,airport
Ikerassaarsuk Heliport,Ikerasaarsuk,Greenland,QRY,BGIK,airport
Point Salines International Airport,Point Salines,Grenada,GND,TGPY,airport
L'Espérance Airport,St. Martin,Guadeloupe,SFG,TFFG,airport
Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,airport
La Désirade Airport,Grande Anse,Guadeloupe,DSD,TFFA,airport
Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB,airport
St-François Airport,St-François,Guadeloupe,SFC,TFFC,airport
Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,airport
Terre-de-Haut Airport,Les Saintes,Guadeloupe,LSS,TFFS,airport
Andersen Air Force Base,Andersen,Guam,UAM,PGUA,airport
Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,airport
Coban Airport,Coban,Guatemala,CBV,MGCB,airport
La Aurora Airport,Guatemala City,Guatemala,GUA,MGGT,airport
Retalhuleu Airport,Retalhuleu,Guatemala,RER,MGRT,airport
San José Airport,San Jose,Guatemala,GSJ,MGSJ,airport
Mundo Maya International Airport,Flores,Guatemala,FRS,MGTK,airport
Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,airport
Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,airport
Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,airport
Rubelsanto Airport,Rubelsanto,Guatemala,RUV,MGRB,airport
Alderney Airport,Alderney,Guernsey,ACI,EGJA,airport
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,airport
Fria Airport,Fira,Guinea,FIG,GUFA,airport
Faranah Airport,Faranah,Guinea,FAA,GUFH,airport
Tata Airport,Labe,Guinea,LEK,GULB,airport
Conakry International Airport,Conakry,Guinea,CKY,GUCY,airport
Kissidougou Airport,Kissidougou,Guinea,KSI,GUKU,airport
Siguiri Airport,Siguiri,Guinea,GII,GUSI,airport
Nzérékoré Airport,Nzerekore,Guinea,NZE,GUNZ,airport
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,GGOV,airport
Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU,airport
Lethem Airport,Lethem,Guyana,LTM,SYLT,airport
Cheddi Jagan International Airport,Georgetown,Guyana,GEO,SYCJ,airport
Eugene F. Correira International Airport,Georgetown,Guyana,OGL,SYGO,airport
Kaieteur International Airport,Kaieteur,Guyana,KAI,PKSA,airport
Orinduik Airport,Orinduik,Guyana,ORJ,SYOR,airport
Annai Airport,Annai,Guyana,NAI,SYAN,airport
Imbaimadai Airport,Imbaimadai,Guyana,IMB,SYIB,airport
Kamarang Airport,Kamarang,Guyana,KAR,SYKM,airport
Mabaruma Airport,Mabaruma,Guyana,USI,SYMB,airport
Mahdia Airport,Mahdia,Guyana,MHA,SYMD,airport
Bartica A Airport,Bartica,Guyana,GFO,SYBT,airport
Les Cayes Airport,Cayes,Haiti,CYA,MTCA,airport
Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,airport
Jacmel Airport,Jacmel,Haiti,JAK,MTJA,airport
Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,airport
Jérémie Airport,Jeremie,Haiti,JEE,MTJE,airport
Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,airport
Goloson International Airport,La Ceiba,Honduras,LCE,MHLC,airport
Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,MHLM,airport
La Laguna Airport,Guanaja,Honduras,GJA,MHNJ,airport
Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,MHRO,airport
Tela Airport,Tela,Honduras,TEA,MHTE,airport
Toncontín International Airport,Tegucigalpa,Honduras,TGU,MHTG,airport
Trujillo Airport,Trujillo,Honduras,TJI,MHTJ,airport
Utila Airport,Utila,Honduras,UII,MHUT,airport
Ahuas Airport,Ahuas,Honduras,AHS,MHAH,airport
Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,airport
Brus Laguna Airport,Brus Laguna,Honduras,BHG,MHBL,airport
Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL,MHSC,airport
Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,airport
Shun Tak Heliport,Hong Kong,Hong Kong,HHP,VHST,airport
Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,LHBP,airport
Debrecen International Airport,Debrecen,Hungary,DEB,LHDC,airport
Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,LHPP,airport
Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,airport
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,airport
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,airport
Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,airport
Húsavík Airport,Husavik,Iceland,HZK,BIHU,airport
Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,airport
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,airport
Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,airport
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,airport
Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,airport
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,airport
Grímsey Airport,Grímsey,Iceland,GRY,BIGR,airport
Thorshofn Airport,Thorshofn,Iceland,THO,BITN,airport
Vopnafjörður Airport,Vopnafjörður,Iceland,VPN,BIVO,airport
Reykjahlíð Airport,Myvatn,Iceland,MVA,BIRL,airport
Bildudalur Airport,Bildudalur,Iceland,BIU,BIBD,airport
Gjögur Airport,Gjogur,Iceland,GJR,BIGJ,airport
Sauðárkrókur Airport,Saudarkrokur,Iceland,SAK,BIKR,airport
Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,airport
Grundarfjörður Airport,Grundarfjordur,Iceland,GUU,BIGF,airport
Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,airport
Akola Airport,Akola,India,AKD,VAAK,airport
Aurangabad Airport,Aurangabad,India,IXU,VAAU,airport
Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,airport
Bilaspur Airport,Bilaspur,India,PAB,VABI,airport
Bhuj Airport,Bhuj,India,BHJ,VABJ,airport
Belgaum Airport,Belgaum,India,IXG,VABM,airport
Vadodara Airport,Baroda,India,BDQ,VABO,airport
Raja Bhoj International Airport,Bhopal,India,BHO,VABP,airport
Bhavnagar Airport,Bhaunagar,India,BHU,VABV,airport
Daman Airport,Daman,India,NMB,VADN,airport
Guna Airport,Guna,India,GUX,VAGN,airport
Dabolim Airport,Goa,India,GOI,VAGO,airport
Devi Ahilyabai Holkar Airport,Indore,India,IDR,VAID,airport
Jabalpur Airport,Jabalpur,India,JLR,VAJB,airport
Jamnagar Airport,Jamnagar,India,JGA,VAJM,airport
Kandla Airport,Kandla,India,IXY,VAKE,airport
Khajuraho Airport,Khajuraho,India,HJR,VAKJ,airport
Kolhapur Airport,Kolhapur,India,KLH,VAKP,airport
Keshod Airport,Keshod,India,IXK,VAKS,airport
Dr. Babasaheb Ambedkar International Airport,Nagpur,India,NAG,VANP,airport
Nashik Airport,Nasik Road,India,ISK,VAOZ,airport
Pune Airport,Pune,India,PNQ,VAPO,airport
Porbandar Airport,Porbandar,India,PBD,VAPR,airport
Rajkot Airport,Rajkot,India,RAJ,VARK,airport
Raipur Airport,Raipur,India,RPR,VARP,airport
Solapur Airport,Sholapur,India,SSE,VASL,airport
Surat Airport,Surat,India,STV,VASU,airport
Maharana Pratap Airport,Udaipur,India,UDR,VAUD,airport
Along Airport,Along,India,IXV,VEAN,airport
Agartala Airport,Agartala,India,IXA,VEAT,airport
Lengpui Airport,Aizwal,India,AJL,VELP,airport
Bagdogra Airport,Baghdogra,India,IXB,VEBD,airport
Biju Patnaik Airport,Bhubaneswar,India,BBI,VEBS,airport
Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,airport
Cooch Behar Airport,Cooch-behar,India,COH,VECO,airport
Dhanbad Airport,Dhanbad,India,DBD,VEDB,airport
Gaya Airport,Gaya,India,GAY,VEGY,airport
Imphal Airport,Imphal,India,IMF,VEIM,airport
Sonari Airport,Jamshedpur,India,IXW,VEJS,airport
Jorhat Airport,Jorhat,India,JRH,VEJT,airport
Kailashahar Airport,Kailashahar,India,IXH,VEKR,airport
Silchar Airport,Silchar,India,IXS,VEKU,airport
North Lakhimpur Airport,Lilabari,India,IXI,VELR,airport
Dibrugarh Airport,Mohanbari,India,DIB,VEMN,airport
Muzaffarpur Airport,Mazuffarpur,India,MZU,VEMZ,airport
Lok Nayak Jayaprakash Airport,Patina,India,PAT,VEPT,airport
Birsa Munda Airport,Ranchi,India,IXR,VERC,airport
Rourkela Airport,Rourkela,India,RRK,VERK,airport
Vishakhapatnam Airport,Vishakhapatnam,India,VTZ,VEVZ,airport
Ziro Airport,Zero,India,ZER,VEZO,airport
Agra Airport,Agra,India,AGR,VIAG,airport
Allahabad Airport,Allahabad,India,IXD,VIAL,airport
Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,airport
Nal Airport,Bikaner,India,BKB,VIBK,airport
Lal Bahadur Shastri Airport,Varanasi,India,VNS,VIBN,airport
Kullu Manali Airport,Kulu,India,KUU,VIBR,airport
Bhatinda Air Force Station,Bhatinda,India,BUP,VIBT,airport
Bareilly Air Force Station,Bareilly,India,BEK,VIBY,airport
Chandigarh Airport,Chandigarh,India,IXC,VICG,airport
Kanpur Airport,Kanpur,India,KNU,VICX,airport
Dehradun Airport,Dehra Dun,India,DED,VIDN,airport
Indira Gandhi International Airport,Delhi,India,DEL,VIDP,airport
Gwalior Airport,Gwalior,India,GWL,VIGR,airport
Hissar Airport,Hissar,India,HSS,VIHR,airport
Jodhpur Airport,Jodhpur,India,JDH,VIJO,airport
Jaipur International Airport,Jaipur,India,JAI,VIJP,airport
Jaisalmer Airport,Jaisalmer,India,JSA,VIJR,airport
Jammu Airport,Jammu,India,IXJ,VIJU,airport
Kota Airport,Kota,India,KTU,VIKO,airport
Ludhiana Airport,Ludhiaha,India,LUH,VILD,airport
Leh Kushok Bakula Rimpochee Airport,Leh,India,IXL,VILH,airport
Chaudhary Charan Singh International Airport,Lucknow,India,LKO,VILK,airport
Pathankot Airport,Pathankot,India,IXP,VIPK,airport
Pantnagar Airport,Nainital,India,PGH,VIPT,airport
Sheikh ul Alam Airport,Srinagar,India,SXR,VISR,airport
Satna Airport,Satna,India,TNI,VIST,airport
Agatti Airport,Agatti Island,India,AGX,VOAT,airport
Kempegowda International Airport,Bangalore,India,BLR,VOBL,airport
Bellary Airport,Bellary,India,BEP,VOBI,airport
Vijayawada Airport,Vijayawada,India,VGA,VOBZ,airport
Coimbatore International Airport,Coimbatore,India,CJB,VOCB,airport
Cochin International Airport,Kochi,India,COK,VOCI,airport
Calicut International Airport,Calicut,India,CCJ,VOCL,airport
Kadapa Airport,Cuddapah,India,CDP,VOCP,airport
Car Nicobar Air Force Station,Carnicobar,India,CBD,VOCX,airport
Begumpet Airport,Hyderabad,India,BPM,VOHY,airport
Madurai Airport,Madurai,India,IXM,VOMD,airport
Mangalore International Airport,Mangalore,India,IXE,VOML,airport
Chennai International Airport,Madras,India,MAA,VOMM,airport
Vir Savarkar International Airport,Port Blair,India,IXZ,VOPB,airport
Pondicherry Airport,Pendicherry,India,PNY,VOPC,airport
Rajahmundry Airport,Rajahmundry,India,RJA,VORY,airport
Salem Airport,Salem,India,SXV,VOSM,airport
Tanjore Air Force Base,Tanjore,India,TJV,VOTJ,airport
Tirupati Airport,Tirupeti,India,TIR,VOTP,airport
Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,TRZ,VOTR,airport
Trivandrum International Airport,Trivandrum,India,TRV,VOTV,airport
Diu Airport,Diu,India,DIU,VA1P,airport
Hubli Airport,Hubli,India,HBX,VAHB,airport
Shillong Airport,Shillong,India,SHL,VEBI,airport
Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,VEGT,airport
Dimapur Airport,Dimapur,India,DMU,VEMR,airport
Tezpur Airport,Tezpur,India,TEZ,VETZ,airport
Gorakhpur Airport,Gorakhpur,India,GOP,VEGK,airport
Kangra Airport,Kangra,India,DHM,VIGG,airport
Nanded Airport,Nanded,India,NDC,VAND,airport
Shimla Airport,Shimla,India,SLV,VISM,airport
Mysore Airport,Mysore,India,MYQ,VOMY,airport
Pasighat Airport,Pasighat,India,IXT,VEPG,airport
Ratnagiri Airport,,India,RTC,VARG,airport
Kazi Nazrul Islam Airport,Durgapur,India,RDP,VEDG,airport
Sri Sathya Sai Airport,Puttaparthi,India,PUT,VOPN,airport
Rajiv Gandhi International Airport,Hyderabad,India,HYD,VOHS,airport
Tezu Airport,Tezu,India,TEI,VETJ,airport
Adampur Airport,Adampur,India,AIP,VIAX,airport
Vijayanagar Aerodrome (JSW),Toranagallu,India,VDY,VOJV,airport
Shirdi Airport,Shirdi,India,SAG,VASD,airport
Jeypore Airport,Jeypore,India,PYB,VEJP,airport
Kishangarh Airport,Ajmer,India,KQH,VIKG,airport
Kannur International Airport,Kannur,India,CNN,VOKN,airport
Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,airport
Frans Kaisiepo Airport,Biak,Indonesia,BIK,WABB,airport
Nabire Airport,Nabire,Indonesia,NBX,WABI,airport
Moses Kilangin Airport,Timika,Indonesia,TIM,WABP,airport
Sentani International Airport,Jayapura,Indonesia,DJJ,WAJJ,airport
Wamena Airport,Wamena,Indonesia,WMX,WAJW,airport
Mopah Airport,Merauke,Indonesia,MKQ,WAKK,airport
Jalaluddin Airport,Gorontalo,Indonesia,GTO,WAMG,airport
Mutiara Airport,Palu,Indonesia,PLW,WAML,airport
Sam Ratulangi Airport,Manado,Indonesia,MDC,WAMM,airport
Kasiguncu Airport,Poso,Indonesia,PSJ,WAMP,airport
Pitu Airport,Morotai Island,Indonesia,OTI,WAMR,airport
Sultan Khairun Babullah Airport,Ternate,Indonesia,TTE,WAMT,airport
Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,LUW,WAMW,airport
"Pattimura Airport, Ambon",Ambon,Indonesia,AMQ,WAPP,airport
Fakfak Airport,Fak Fak,Indonesia,FKQ,WASF,airport
Kaimana Airport,Kaimana,Indonesia,KNG,WASK,airport
Babo Airport,Babo,Indonesia,BXB,WASO,airport
Rendani Airport,Manokwari,Indonesia,MKW,WASR,airport
Dominique Edward Osok Airport,Sorong,Indonesia,SOQ,WAXX,airport
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,PKU,WIBB,airport
Pinang Kampai Airport,Dumai,Indonesia,DUM,WIBD,airport
Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,airport
Binaka Airport,Gunung Sitoli,Indonesia,GNS,WIMB,airport
Aek Godang Airport,Padang Sidempuan,Indonesia,AEG,WIME,airport
Minangkabau International Airport,Padang,Indonesia,PDG,WIPT,airport
Soewondo Air Force Base,Medan,Indonesia,MES,WIMK,airport
Dr Ferdinand Lumban Tobing Airport,Sibolga,Indonesia,FLZ,WIMS,airport
Nanga Pinoh Airport,Nangapinoh,Indonesia,NPO,WIOG,airport
Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,KTG,WIOK,airport
Supadio Airport,Pontianak,Indonesia,PNK,WIOO,airport
Sultan Thaha Airport,Jambi,Indonesia,DJB,WIPA,airport
Fatmawati Soekarno Airport,Bengkulu,Indonesia,BKS,WIPL,airport
Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,PLM,WIPP,airport
Japura Airport,Rengat,Indonesia,RGT,WIPR,airport
Lhok Sukon Airport,Lhok Sukon,Indonesia,LSX,WITL,airport
Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT,airport
Naha Airport,Naha,Indonesia,NAH,WAMH,airport
Andi Jemma Airport,Masamba,Indonesia,MXB,WAWM,airport
Soroako Airport,Soroako,Indonesia,SQR,WAWS,airport
Pongtiku Airport,Makale,Indonesia,TTR,WAWT,airport
Wolter Monginsidi Airport,Kendari,Indonesia,KDI,WAWW,airport
Maimun Saleh Airport,Sabang,Indonesia,SBG,WITB,airport
Cibeureum Airport,Tasikmalaya,Indonesia,TSY,WICM,airport
Abdul Rachman Saleh Airport,Malang,Indonesia,MLG,WARA,airport
Husein Sastranegara International Airport,Bandung,Indonesia,BDO,WICC,airport
Penggung Airport,Cirebon,Indonesia,CBN,WICD,airport
Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG,WARJ,airport
Tunggul Wulung Airport,Cilacap,Indonesia,CXP,WIHL,airport
Pondok Cabe Air Base,Jakarta,Indonesia,PCB,WIHP,airport
Achmad Yani Airport,Semarang,Indonesia,SRG,WARS,airport
Hang Nadim International Airport,Batam,Indonesia,BTH,WIDD,airport
Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,WIOD,airport
Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK,WIPK,airport
Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ,WIDN,airport
Dabo Airport,Singkep,Indonesia,SIQ,WIDS,airport
Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,WAOO,airport
Batu Licin Airport,Batu Licin,Indonesia,BTW,WAOC,airport
Iskandar Airport,Pangkalan Bun,Indonesia,PKN,WAOI,airport
Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,WAOP,airport
Maumere(Wai Oti) Airport,Maumere,Indonesia,MOF,WATC,airport
Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,WATE,airport
Frans Sales Lega Airport,Ruteng,Indonesia,RTG,WATG,airport
El Tari Airport,Kupang,Indonesia,KOE,WATT,airport
Komodo Airport,Labuhan Bajo,Indonesia,LBJ,WATO,airport
Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,airport
Juwata Airport,Taraken,Indonesia,TRK,WALR,airport
Temindung Airport,Samarinda,Indonesia,SRI,WALS,airport
Tanjung Santan Airport,Tanjung Santan,Indonesia,TSX,WALT,airport
Selaparang Airport,Mataram,Indonesia,AMI,WADA,airport
Muhammad Salahuddin Airport,Bima,Indonesia,BMU,WADB,airport
Umbu Mehang Kunda Airport,Waingapu,Indonesia,WGP,WADW,airport
Juanda International Airport,Surabaya,Indonesia,SUB,WARR,airport
Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,WARQ,airport
Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,WADD,airport
Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,WADS,airport
Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,WADT,airport
Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,WAJB,airport
Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS,airport
Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS,WALG,airport
Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD,WALJ,airport
Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK,airport
Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG,WAON,airport
Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS,airport
Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV,WAPL,airport
Mali Airport,Alor Island,Indonesia,ARD,WATM,airport
Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG,WIAT,airport
Halim Perdanakusuma International Airport,Jakarta,Indonesia,HLP,WIHH,airport
Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX,WION,airport
Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU,WIOP,airport
Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,airport
Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO,WIPQ,airport
Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW,WITM,airport
Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,LBW,WRLB,airport
Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX,WRLF,airport
